depa_nombre,muni_nombre,sede_nombre,direccion,telefono,email,naju_nombre,fecha_corte_REPS
TOLIMA,PLANADAS,PUESTO DE SALUD BILBAO,CALLE PRINCIPAL,3174430877,hcp@hospitalcentroplanadas.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,PLANADAS,CENTRO DE SALUD GAITANIA,CALLE PRINICIPAL,2246052,hcp@hospitalcentroplanadas.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,PRADO,HOSPITAL SAN VICENTE DE PAUL,CALLE 13 #3A-78,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,PURIFICACIÓN,NUEVO HOSPITAL LA CANDELARIA,Carrera 9 CALLE 7 ESQUINA,2281255,hcandela@elecom.com.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,RIOBLANCO,HOSPITAL MARIA INMACULADA E.S.E,Kra 1 No 3A-30,2256020,hmiriese@yahoo.es,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,RIOBLANCO,CENTRO DE SALUD,CENTRO,2244059,hmirioese@yahoo.es,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,RIOBLANCO,PUESTO DE SALUD GAITAN,VEREDA GAITAN,3123608097,secretaria@hospitalrioblanco.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,RIOBLANCO,PUESTO DE SALUD PALMICHAL,VEREDA PALMICHAL,3123608097,secretaria@hospitalrioblanco.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,RIOBLANCO,PUESTO DE SALUD UNION,VEREDA UNION,3123608097,Secretaria@hospitalrioblanco.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,RIOBLANCO,PUESTO DE SALUD TOLIMA,VEREDA TOLIMA,3123608097,Secretaria@hospitalrioblanco.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,RIOBLANCO,PUESTO DE SALUD PUERTO,VEREDA PUERTO,3123608097,Secretaria@hospitalrioblanco.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,RIOBLANCO,PUESTO DE SALU URIBE,VEREDA URIBE,3123608097,Secretaria@hospitalrioblanco.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,RIOBLANCO,PUESTO DE SALUD MARACAIBO,VEREDA MARACAIBO,3123608097,Secretaria@hospitalrioblanco.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,RIOBLANCO,PUESTO DE SALUD JUNTAS,VEREDA JUNTAS,3123608097,Secretaria@hospitalrioblanco.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,RONCESVALLES,HOSPITAL SANTA LUCIA EMPRESA SOCIAL DEL ESTADO,CALLE 8 #2-27,2250106,hospisl@telecom.com.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,ROVIRA,HOSPITAL SAN VICENTE,Carrera 7 CALLE 4 ESQUINA,2880077,hospisv@latinmailn.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,SALDAÑA,HOSPITAL SAN CARLOS ESE SALDAÑA TOLIMA,KILOMETRO 1 VIA PURIFICACION,982267191,hsancarlostolima@hotmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,SAN ANTONIO,HOSPITAL LA MISERICORDIA E.S.E,CL 7No 8-61,2253412,lamisericordi@yahoo.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,SAN LUIS,HOSPITAL SERAFIN MONTAÑA CUELLAR ESE,KRA 5 CALLE 5,252003,hospitalserfinsanluis@yahoo.es,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,SANTA ISABEL,HOSPITAL CARLOS TORRENTE LLANO,Carrera 8 CALLES 3 Y 4,82803161,hospitalcarlostorrente@yahoo.es,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,SUÁREZ,HOSPITAL SANTA ROSA DE LIMA,KRA 3 No 2-08,2883185,hospsantarosa@hotmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,VALLE DE SAN JUAN,HOSPITAL LOCAL VITO FASAEL GUTIERREZ PEDRAZA E.S.E.,CALLE 4 #4-05,982885024,hospvitofg@yahoo.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,VENADILLO,HOSPITAL SANTA BÁRBARA E.S.E. DE VENADILLO,Carrera 7 #6-20,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,VILLAHERMOSA,HOSPITAL ISMAEL PERDOMO EMPRESA SOCIAL DEL ESTADO,CALLE 12 #4-221,2533022-3148915605,hos4221@yahoo.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
TOLIMA,VILLARRICA,HOSPITAL LA MILAGROSA EMPRESA SOCIAL DEL ESTADO,Carrera 6 #5-46,(8)2475082-2475610,hospmilagrosa@hotmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,IPS COMFANDI SAN NICOLAS,CALLE 21 # 7-50,8852666,diripssannicolas@comfandi.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,IPS COMFANDI CALIPSO,Carrera 28D # 70-18,3340000 Ext. 1704,diripscalipso@comfandi.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,IPS COMFANDI MORICHAL,CL 54 45 -25,923289925,diripsmorichal@comfandi.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,IPS COMFANDI TORRES,KR 1 # 56 - 90,4855520,diripstorres@comfandi.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,GUADALAJARA DE BUGA,IPS COMFANDI BUGA,KR 17 # 5-18,922281301,direccionipsbuga@comfandi.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CANDELARIA,IPS COMFANDI CANDELARIA,CL 10 # 7-56,922648289,"rodrigocamero@comfandi.com.co, diripscandelaria@comfandi.com.co",Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CARTAGO,IPS COMFANDI CARTAGO,KR 4 # 9-45,922110111,direccionIPSCartago@comfandi.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,PALMIRA,CLINICA COMFANDI PALMIRA,CL 32 # 21 -74,2818100,rodrigocamero@comfandi.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,TULUÁ,IPS COMFANDI TULUÁ,Carrera  18 # 25 - 60,2254007,direccionipstulua@comfandi.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,YUMBO,IPS COMFANDI YUMBO,CL 15 # 6-46,926691675,diripsyumbo@comfandi.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,ANGIOGRAFIA DE OCCIDENTE S.A. IPS NORORIENTE,KR 8 # 49-76,924896604,directorcalidad@angiografiadeoccidente.com.co gestionclinica@angiografiadeoccidente.com.co analistacalidad@angiografiadeoccidente.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,ANGIOGRAFIA DE OCCIDENTE S.A. IPS VAZQUEZ COBO,AVENIDA 2BN #24AN-14,4882216,directorcalidad@angiografiadeoccidente.com.co -analistacalidad@angiografiadeoccidente.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,ANGIOGRAFIA DE OCCIDENTE S.A. - IPS CALLE 26,CALLE 26E #37-49,4896604,directorcalidad@angiografiadeoccidente.com.co -analistacalidad@angiografiadeoccidente.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,ANGIOGRAFIA DE OCCIDENTE S.A.-IPS TEQUENDAMA,Carrera  42 #5E-13,4896604,directorcalidad@angiografiadeoccidente.com.co -analistacalidad@angiografiadeoccidente.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,SEDE 02 CENTRO MEDICO IMBANACO C.M.I.,Carrera 38A # 5A-109 TORRE B,6821000 Ext. 15620 - 15621,gerencia@imbanaco.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO MEDICO IMBANACO CMI,CALLE 36 Norte No. 6A- 65 PISO 7,6821000 Ext. 15620 - 15621,gerencia@imbanaco.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,SEDE 10 CENTRO MEDICO IMBANACO CMI,CL 15 A # 103 - 20,6821000 Ext. 15620 - 15621,gerencia@imbanaco.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO MEDICO IMBANACO DE CALI SEDE 16,Carrera. 38 BIS No. 5 B2 - 04,6821000 Ext. 15620 - 15621,gerencia@imbanaco.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,SERSALUD # 2,AV 3N # 45N-89,926661404,sersalud@sersaludsa.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,E.S.E. HOSPITAL CARLOS CARMONA MONTOYA IPS,Carrera 43 # 39A-00,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD ANTONIO NARIÑO IPS,Carrera 39D # 39-00,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD MARIANO RAMOS IPS,Carrera 47A # 44-74,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,IPS SURA LA FLORA CALI,CALLE 38N # 4N-102,6662748,mespinoza@sura.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,IPS SURA PASO ANCHO CALI,Carrera  50 # 12A-90,3314925,alopeze@sura.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,IPS SALUD SURA CHIPICHAPE CALI,Avenida 6A BIS# 35 Norte 64,6080101,omoreno@sura.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,FUNDACION VALLE DEL LILI,KR 98 # 18-49,3319090 Ext. 4026,Habilitación@fcvl.org,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA,KR 38 BIS 5-91,925184200,enfermerasalud@cruzrojavalle.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,PALMIRA,CRUZ ROJA COLOMBIANA SECCIONAL VALLE DEL CAUCA UNIDAD MUNICIPAL DE PALMIRA,KR. 24 No. 32-32,922757595,_,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,TULUÁ,Centro Internacional de Vacunación Cruz Roja Colombiana Seccional Valle del Cauca,Kra. 34 N. 25-26,2261045,vacunaciontulua@cruzrojavalle.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CLINICA VERSALLES SEDE SAN MARCOS,TV 103 CL 95,924184444,mlbarona@clinicaversalles.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CLINICA VERSALLES HOSPITALIZACION,AV 5AN # 23-57,926809990 Ext. 572,ajtascon@clinicaversalles.com.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CLINICA ORIENTE LTDA UBA,KR12A No 52-32,4480315,clinica_oriente@hotmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,TULUÁ,CLINICA ORIENTE LTDA No 10,CL 24 No 32 -58,922247633,clinicaoriente@hotmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,BIENESTAR UNIVERSATARIO UNIVERSIDAD SANTIAGO DE CALI SEDE PAMPALINDA,CALLE 5 Carrera 6 BLOQUE 5 PISO 2,_,_,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,PALMIRA,BIENESTAR UNIVERSITARIO UNIVERSIDAD SANTIAGO DE CALI - SEDE PALMIRA,KR 30 CL 38,925830000,cliniodon@usc.edu.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,HOSPITAL SAN JUAN DE DIOS,Carrera 4 # 17-67,4892222,hsanjuandedios@hospitaldesanjuandedios.org.co,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,TRADISALUD S.A.S 1(TRADICIONES EN SALUD S.A.S),DG 37A # 3-29,5240007,tradisalud@hotmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,TRADISALUD S.A.S 2 (TRADICIONES EN SALUD S.A.S),CL 23AN # 2N 33,6676084,tradisalud@hotmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,"AMIGOS DE LA SALUD, AMISALUD SAS",Carrera 39 # 4A-45,4854488,amisaludips@gmail.com,Privada,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCIA EMPRESA SOCIAL DEL ESTADO,CALLE 5 # 36 - 08,6206000 Ext. 1010,direcciongeneral@huv.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,E.S.E. RED DE SALUD DEL NORTE EMPRESA SOCIAL DEL ESTADO HOSPITAL JOAQUIN PAZ BORRERO,Carrera 7A BIS CALLE 72 ESQUINA,4184747 Ext. 105,piamaria62@yahoo.es - mecheverri@esenorte.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD PUERTO MALLARINO,Carrera 9A # 76-35,4884666 Ext. 503,piamaria62@yahoo.es - mecheverri@esenorte.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD POPULAR,CALLE 2A NORTE # 45AN-77,4884666 Ext. 514,piamaria62@yahoo.es - mecheverri@esenorte.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD LA ISLA,CALLE 38B N # 8N-40,4884666 Ext. 513,piamaria62@yahoo.es - mecheverri@esenorte.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD LA RIVERA,Carrera 1AG # 65-35,4884666 Ext. 511,piamaria62@yahoo.es - mecheverri@esenorte.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD SAN LUIS II,CALLE 72C # 1A2-61,4884666 Ext. 516,piamaria62@yahoo.es - mecheverri@esenorte.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD PETECUY III,Carrera 1 I CALLE 75,4884666 Ext. 508,piamaria62@yahoo.es - mecheverri@esenorte.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD PETECUY II,CALLE 74 Carrera  1 C 1-1,4884666 Ext. 509,piamaria62@yahoo.es - mecheverri@esenorte.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD SAN LUIS I,CALLE 71 1A # 10-53,4884666 Ext. 517,piamaria62@yahoo.es - mecheverri@esenorte.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD FLORALIA,CALLE 82,4884666 Ext. 518,piamaria62@yahoo.es - mecheverri@esenorte.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,E.S.E. RED DE SALUD DEL ORIENTE EMPRESA SOCIAL DEL ESTADO HOSPITAL CARLOS HOLMES TRUJILLO,CALLE 72U Carrera 28E,3194015,redoriente@emcali.net.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD EL DIAMANTE,Carrera 33 CALLE 41 ESQUINA,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD RICARDO BALCAZAR,DIAG 71A # 26H-3,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD LOS LAGOS,Carrera 26Q CALLE 72W,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD ULPIANO LLOREDA,CALLE 72B Carrera 24 ESQUINA,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD COMUNEROS II,CALLE 72 Carrera 28A,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD POBLADO II,Carrera 28F # 72C-69,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD EL VERGEL,CALLE 46A # 34A-04,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD CHARCO AZUL,DIAG 72C Carrera 22,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DESALUD MARROQUIN CAUQUITA,TRANSVERSAL 80 DIAG 26 J,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD MANUELA BELTRAN,Carrera 26 CALLE 108,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD ALFONSO BONILLA ARAGON,Carrera 26 U # 76-90,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD ALIRIO MORA BELTRAN,Carrera 26 U CALLE 76,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD NARANJOS,Carrera 26 G4 CALLES 77 - 78 TRANSVERSAL 104,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD DECEPAZ,Carrera 26 # 123-10,4377777 Ext. 2002-2003,redoriente@emcali.net.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD PIZAMOS,CALLE 122D # 28G-105,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD EL VALLADO,Carrera 41B CALLE 50,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD COMUNEROS I,Carrera 30A CALLE 56,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD EL RETIRO,Carrera 38A CALLE 51,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD CIUDAD CORDOBA,KR 50 CL 50 ESQ,923380699,CARLOSHOLMES@TELESAT.COM.CO,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD NAVARRO,_,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD POTRERO GRANDE,CALLE 123 CARRRERA 28D,3194015,redoriente@emcali.net.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,E.S.E. RED DE SALUD DEL CENTRO EMPRESA SOCIAL DEL ESTADO HOSPITAL PRIMITIVO IGLESIAS,Carrera 16A # 33D-20,4411914 - 4411765 - 4411518,ese.centro@saludcentro.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD DIEGO LALINDE,Carrera 12E # 50-18,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD PRIMITIVO CRESPO,CR 17G # 27-08,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD OBRERO,CALLE 23 # 11B-47,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD BELALCAZAR,CALLE 17 # 19A-17,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD EL RODEO,CALLE 39 # 25B-21,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD DOCE DE OCTUBRE,CALLE 49 Carrera 28G,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD LUIS H. GARCES,Carrera 29 # 31A-39,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD AGUA BLANCA,CALLE 26A # 25-46,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD LA PRIMAVERA,CALLE 35 Carrera 32B,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD CRISTOBAL COLON,CALLE 15 # 33-69,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD PANAMERICANO,CALLE 13 Carrera 46A,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD ALFONSO YOUNG VALERO,CALLE 23 Carrera 43,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD EL DIVINO NIÑO,Carrera  41 No 14 C-50,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD RAMIRO GUERRERO,Carrera  23 No. 10-15,4851717 Ext. 1801,saludcentro@esecentro.gov.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,Centro de Salud Santiago Rengifo,Carrera  26 No 50-12,4851717 Ext. 1502,saludcentro@esecentro.gov.co,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,E.S.E. RED DE SALUD DE LADERA EMPRESA SOCIAL DEL ESTADO HOSPITAL CAÑAVERALEJO,CALLE 3 OESTE # 12A-20,6080124,comunicacioneseseladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD SULTANA,Carrera 22 # 47-31 OESTE,6080124,comunicacioneseseladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD SIRENA,SECTOR ANDES,6080124,comunicacioneseseladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD BRISAS DE MAYO,Carrera 54 OESTE # 10-00 OESTE,6080124,comunicacioneseseladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD ESTRELLA,Carrera 44A OESTE # 6G-12 OESTE,6080124,comunicacioneseseladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD TERRON COLORADO,AV 4 OESTE CALLE 19 ESQUINA VIA LA VARIANTE,8942340,habilitacionredladera@gmail.comcomunicacioneseseladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD VISTA HERMOSA,CALLE 42 OESTE # 5A-60,8942339,comunicacioneseseladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD LOURDES,Carrera  70 No. 2 A-04,3319565,habilitacionredladera@gmail.comcomunicacioneseseladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD NAPOLES,Carrera 73B # 2C-16,6080124,comunicacioneseseladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD POLVORINE,Carrera  94A 1 OESTE CALLE 2A OESTE,4039692,comunicacioneseseladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD ALTO NAPOLES,CALLE 2B BIS OESTE # 82D-24,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD MELENDEZ,Carrera 94C # 4C-65,3319565,comunicacioneseseladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD MONTEBELLO,_,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD CASCAJAL,_,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD HORMIGUERO,_,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD LA BUITRERA,_,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD SALADITO,_,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD FELIDIA,_,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD BELLA VISTA,CALLE 30 OESTE # 13-00,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,CENTRO DE SALUD PRIMERO DE MAYO,Carrera 56 # 13G-10,3309217,habilitacionredladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD LA PAZ,AV 8 OESTE # 19-103,_,_,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
VALLE DEL CAUCA,CALI,PUESTO DE SALUD FRAY DAMIAN,CALLE 13A # 13A-49,6080124,comunicacioneseseladera@gmail.com,Pública,Fecha corte REPS: Feb 15 2018 11:21AM
